---,Name,Star,SemiMajorAu,Eccentricity,InclinationDeg,PeriodDays,RadiusEarth,MassEarth,EqTempK,DiscoveryYear
HD_20794_b,HD 20794 b,HD_20794,0.1257,0.064,90,18.314,1.45,2.7,660,2011
HD_20794_d,HD 20794 d,HD_20794,0.3625,0.077,90,89.68,2.04,4.8,388,2011
HD_20794_e,HD 20794 e,HD_20794,0.509,0.29,90,147.02,2.03,4.77,352.04,2017
HD_20794_f,HD 20794 f,HD_20794,1.3541,0.45,90,647.6,2.28,5.82,214.52,2025
HD_208487_b,HD 208487 b,HD_208487,0.53,0.37,90,129.36,14.3,146.201,437.59,2004
HD_208527_b,HD 208527 b,HD_208527,2.1,0.08,90,875.5,12.5,3146.4,959.79,2012
HD_20868_b,HD 20868 b,HD_20868,0.95,0.75,90,380.85,13.7,397.288,207.11,2008
HD_208897_b,HD 208897 b,HD_208897,1.063,0.02,90,358.27,13.7,379.487,507.24,2017
HD_209458_b,HD 209458 b,HD_209458,0.04707,0,86.71,3.52475,15.5805,232.016,1459,1999
HD_210193_b,HD 210193 b,HD_210193,1.487,0.24,90,649.918,14.3,153.1,235.69,2019
HD_210277_b,HD 210277 b,HD_210277,1.13,0.48,90,442.19,13.6,410.001,259.86,1998
HD_210702_b,HD 210702 b,HD_210702,1.079,0.071,90,355.5,13.6,481.51,485.86,2007
HD_211403_b,HD 211403 b,HD_211403,0.768,0.084,90,223.8,12.8,1760.77,380,2021
HD_211810_b,HD 211810 b,HD_211810,2.656,0.68,90,1558,14,212.946,177.77,2018
HD_211970_b,HD 211970 b,HD_211970,0.143,0.15,90,25.201,3.66,13,398.77,2019
HD_212301_b,HD 212301 b,HD_212301,0.03,0,90,2.24571,14.2,162.093,1870.75,2005
HD_212771_b,HD 212771 b,HD_212771,1.19,0.076,90,380.7,13.3,759.614,507.69,2009
HD_213240_b,HD 213240 b,HD_213240,1.89,0.42,63,882.7,12.8,1655.89,257.7,2001
HD_213472_b,HD 213472 b,HD_213472,13,0.53,90,17000,13.1,1112.4,91.76,2021
HD_213519_b,HD 213519 b,HD_213519,0.099,0.413,90,11.1221,2.99,9.21702,931.36,2022
HD_213885_b,HD 213885 b,HD_213885,0.02012,0,80.09,1.00804,1.745,8.83,2128,2019
HD_213885_c,HD 213885 c,HD_213885,0.056798,0,90,4.78503,4.71,19.95,1265.4,2019
HD_21411_b,HD 21411 b,HD_21411,0.362,0.4,90,84.288,9.52,65.9,408.17,2019
HD_214823_b,HD 214823 b,HD_214823,3.08,0.161,99.51,1854.84,12.1,5914.79,243.9,2016
HD_215152_b,HD 215152 b,HD_215152,0.057638,0,0.1871,5.75999,-1,565.417,846.89,2018
HD_215152_c,HD 215152 c,HD_215152,0.067393,0,0.2035,7.28243,-1,468.797,783.2,2018
HD_215152_d,HD 215152 d,HD_215152,0.08799,0,0.1998,10.865,-1,770.416,685.43,2018
HD_215152_e,HD 215152 e,HD_215152,0.15417,0,0.1869,25.1967,-1,975.415,517.82,2018
HD_21520_b,HD 21520 b,HD_21520,0.1726,0,89.23,25.1292,2.697,17.7,637,2024
HD_215497_b,HD 215497 b,HD_215497,0.05,0.16,0.2301,3.93404,-1,1588.82,1015.96,2009
HD_215497_c,HD 215497 c,HD_215497,1.31,0.47,90,566,13,111.24,198.6,2009
HD_216435_b,HD 216435 b,HD_216435,2.56,0.07,90,1311,13.7,400.4,242.57,2002
HD_216437_b,HD 216437 b,HD_216437,2.57,0.31,148,1359,13,1334.88,209.85,2002
HD_216520_b,HD 216520 b,HD_216520,0.198,0.09,90,35.45,3.18,10.26,482.1,2020
HD_216520_c,HD 216520 c,HD_216520,0.528,0.12,90,154.43,3.03,9.44,295.22,2020
HD_216536_b,HD 216536 b,HD_216536,0.61,0.38,90,148.6,13.8,333.721,897.99,2015
HD_216770_b,HD 216770 b,HD_216770,0.46,0.37,90,118.45,14.1,181.163,370.18,2003
HD_21693_b,HD 21693 b,HD_21693,0.1455,0.12,90,22.6786,2.8,8.23,656.39,2019
HD_21693_c,HD 21693 c,HD_21693,0.2586,0.07,90,53.7357,4.34,17.37,492.36,2019
HD_217107_b,HD 217107 b,HD_217107,0.07359,0.1284,93,7.12702,13.6,459.58,1105.84,1998
HD_217107_c,HD 217107 c,HD_217107,5.922,0.3918,88,5138.7,12.9,1388.91,123.27,2005
HD_217786_c,HD 217786 c,HD_217786,0.038,0.399,90,2.52221,2.61,7.31005,1663.13,2022
HD_217786_b,HD 217786 b,HD_217786,2.446,0.311,69.767,1301.36,12.3,4402.56,207.3,2011
HD_217958_b,HD 217958 b,HD_217958,3.758,0.156,91.357,2560.2,14.2,166.542,169.89,2022
HD_218566_b,HD 218566 b,HD_218566,0.69,0.3,90,225.7,9.32,63.566,253.15,2010
HD_219077_b,HD 219077 b,HD_219077,5.935,0.768,90.178,5478.69,12.5,3057.51,146.68,2012
HD_219134_b,HD 219134 b,HD_219134,0.03876,0,85.05,3.09293,1.602,4.74,1015,2015
HD_219134_c,HD 219134 c,HD_219134,0.0653,0.062,87.28,6.76458,1.511,4.36,782,2015
HD_219134_f,HD 219134 f,HD_219134,0.1463,0.148,90,22.717,1.31,7.3,522.6,2015
HD_219134_d,HD 219134 d,HD_219134,0.237,0.138,90,46.859,1.61,16.17,410.5,2015
HD_219134_g,HD 219134 g,HD_219134,0.3753,0,90,94.2,3.28,10.8062,339.34,2015
HD_219134_h,HD 219134 h,HD_219134,3.11,0.06,90,2247,12.7,108.062,117.88,2015
HD_219139_b,HD 219139 b,HD_219139,0.94,0.11,90,275.5,14,247.906,804.83,2021
HD_219415_b,HD 219415 b,HD_219415,3.2,0.4,90,2093.3,13.8,317.83,221.26,2012
HD_219666_b,HD 219666 b,HD_219666,0.06356,0.05,86.42,6.03447,4.898,17.6,1076,2018
HD_219828_b,HD 219828 b,HD_219828,0.049,0.091,90,3.83483,4.59,19.0697,1602.83,2007
HD_219828_c,HD 219828 c,HD_219828,5.657,0.811,122.816,4789.87,12.2,5102.42,149.17,2016
HD_220074_b,HD 220074 b,HD_220074,1.6,0.14,90,672.1,12.2,5288.69,1069.88,2012
HD_220197_b,HD 220197 b,HD_220197,2.729,0.187,90,1728,9.32,63.566,164.22,2018
HD_220689_b,HD 220689 b,HD_220689,3.396,0.054,71,2266.4,13.7,381.394,160.11,2012
HD_220773_b,HD 220773 b,HD_220773,4.94,0.51,90,3724.7,13.6,460.8,167.02,2011
HD_220842_b,HD 220842 b,HD_220842,0.74,0.404,90,218.47,13.1,1010.7,397.62,2016
HD_221287_b,HD 221287 b,HD_221287,1.25,0.08,90,456.1,13.1,982.05,290.13,2007
HD_221416_b,HD 221416 b,HD_221416,0.1228,0.115,85.75,14.2767,9.17,60.5,1314.67,2019
HD_221420_b,HD 221420 b,HD_221420,10.15,0.14,164,10090,12,7278.27,123.49,2019
HD_221585_b,HD 221585 b,HD_221585,2.306,0.123,90,1173,13.5,511.706,242.77,2016
HD_222076_b,HD 222076 b,HD_222076,1.83,0.08,90,871,13.5,495.815,346.88,2016
HD_222155_b,HD 222155 b,HD_222155,5.14,0.16,68,3999,13.4,581.626,164.93,2011
HD_222237_b,HD 222237 b,HD_222237,10.8,0.56,49.9,14892,12.8,1649.53,58.74,2024
HD_222582_b,HD 222582 b,HD_222582,1.34,0.73,90,572.38,12.6,2660.24,256.39,1999
HD_224018_b,HD 224018 b,HD_224018,0.0952,0.06,86.7,10.6413,0.91,4.1,968,2025
HD_224018_c,HD 224018 c,HD_224018,0.217,0.02,89.8,36.5767,2.42,10.4,641,2025
HD_224018_d,HD 224018 d,HD_224018,0.53,0.04,89.9,138.073,2.4,4.2,411,2025
HD_224538_b,HD 224538 b,HD_224538,2.375,0.476,91.125,1202.05,12.7,2075.74,236.74,2016
HD_224693_b,HD 224693 b,HD_224693,0.191,0.104,90,26.6904,14,222.481,903.45,2006
HD_22496_b,HD 22496 b,HD_22496,0.051,0,90,5.09071,2.22,5.57,573,2021
HD_22532_b,HD 22532 b,HD_22532,1.9,0.03,90,872.6,13.4,673.796,420.41,2022
HD_22781_b,HD 22781 b,HD_22781,1.167,0.8191,90,528.07,12.3,4338.2,193.48,2011
TOI_411_b,TOI-411 b,HD_22946,0.05727,0.126,88.3,4.0403,1.362,13.71,1241,2022
TOI_411_c,TOI-411 c,HD_22946,0.1017,0.16,88.57,9.57308,2.328,9.72,931,2022
HD_22946_d,HD 22946 d,HD_22946,0.2958,0,90,47.4249,2.607,26.57,546,2023
HD_23079_b,HD 23079 b,HD_23079,1.6,0.07348,90,735.74,13.2,845.424,237.47,2001
HD_23079_c,HD 23079 c,HD_23079,-1,0.097,90,5.74891,2.8,8.26,-1,2025
HD_23127_b,HD 23127 b,HD_23127,2.37,0.406,90,1211.17,13.5,485.326,223.4,2006
HD_231701_b,HD 231701 b,HD_231701,0.567,0.13,90,141.63,13.7,359.148,483.27,2007
HD_233604_b,HD 233604 b,HD_233604,0.747,0.05,90,192,12.7,2089.64,882.5,2013
HD_233832_b,HD 233832 b,HD_233832,2.827,0.359,90,2058,13.5,565.737,117.8,2018
HD_23472_d,HD 23472 d,HD_23472,0.04298,0.07,87.95,3.97664,0.75,0.55,909,2022
HD_23472_e,HD 23472 e,HD_23472,0.068,0.07,88.63,7.90754,0.818,0.72,723,2022
HD_23472_f,HD 23472 f,HD_23472,0.0906,0.07,88.81,12.1622,1.137,0.77,630,2022
HD_23472_b,HD 23472 b,HD_23472,0.1162,0.072,88.93,17.6671,2,8.32,543,2019
HD_23472_c,HD 23472 c,HD_23472,0.1646,0.063,89.095,29.7975,1.87,3.41,467,2019
HD_235088_b,HD 235088 b,HD_235088,0.0706,0,88.74,7.43413,1.982,4.15,805,2023
HD_23596_b,HD 23596 b,HD_23596,2.694,0.282,38.898,1535.12,12.4,3786.61,219.49,2003
HD_238090_b,HD 238090 b,HD_238090,0.0932,0.3,90,13.671,2.52,6.89,469.6,2020
HD_238914_b,HD 238914 b,HD_238914,5.7,0.56,90,4100,12.8,1906.98,343.67,2018
HD_240210_b,HD 240210 b,HD_240210,1.16,0.15,90,501.75,12.8,1655.82,970.67,2009
HD_240237_b,HD 240237 b,HD_240237,1.92,0.4,90,745.7,12.2,5050.32,1153.09,2011
HD_24040_c,HD 24040 c,HD_24040,1.3,0.11,90,515.4,9.35,63.8835,287.75,2021
HD_24040_b,HD 24040 b,HD_24040,4.92,0.04,89,3668,12.9,1589.14,143.81,2006
HD_24064_b,HD 24064 b,HD_24064,1.29,0.35,90,535.6,12.3,4096.83,1088.02,2015
HD_24085_b,HD 24085 b,HD_24085,0.034,0.22,90,2.0455,3.46,11.8,1875.43,2019
HD_25015_b,HD 25015 b,HD_25015,6.248,0.341,32.046,6134.43,12.5,2884.93,90.69,2019
HD_25171_b,HD 25171 b,HD_25171,2.971,0.042,90,1802.29,13.9,290.814,190.04,2010
HD_25463_c,HD 25463 c,HD_25463,0.0443,0,90,3.04405,1.36355,4.3,1585.57,2023
HD_25463_b,HD 25463 b,HD_25463,0.076,0,90,7.04914,2.54536,8.7,1198.46,2023
HD_25723_b,HD 25723 b,HD_25723,1.49,0.04,90,457.01,13.3,794.571,698.4,2020
HD_25912_b,HD 25912 b,HD_25912,0.242,0.05,90,41.8316,6.9,38.1394,579.16,2022
HD_25912_c,HD 25912 c,HD_25912,17.848,0.051,88.333,26308.7,12.2,5252.75,67.44,2022
HD_260655_b,HD 260655 b,HD_260655,0.02933,0.039,87.35,2.76953,1.24,2.14,709,2022
HD_260655_c,HD 260655 c,HD_260655,0.04749,0.038,87.79,5.70588,1.533,3.09,557,2022
HD_26161_b,HD 26161 b,HD_26161,10.087,0.922,59.558,10942.3,11.9,9045.4,110.98,2021
HD_2638_b,HD 2638 b,HD_2638,0.04,0,90,3.4442,14.3,133.489,1212.27,2005
HD_2685_b,HD 2685 b,HD_2685,0.0568,0.091,89.252,4.12688,16.141,371.861,2061,2019
HD_27442_b,HD 27442 b,HD_27442,1.271,0.06,90,428.1,13.5,495.8,369.62,2000
HD_27631_b,HD 27631 b,HD_27631,3.242,0.141,74,2198.14,13.5,495.812,147.61,2012
HD_278555_b,HD 278555 b,HD_278555,0.1985,0.085,90,28.8424,11.0296,266.976,853,2026
HD_27894_b,HD 27894 b,HD_27894,0.125,0.047,89,18.0194,14.1,196.736,627.88,2005
HD_27894_c,HD 27894 c,HD_27894,0.198,0.015,90,36.07,8.24,51.4885,498.89,2017
HD_27894_d,HD 27894 d,HD_27894,5.362,0.343,101.524,5019.54,12.7,2063.66,95.87,2017
HD_27969_b,HD 27969 b,HD_27969,1.552,0.182,90,654.5,12.9,1525.58,261,2021
HD_28109_b,HD 28109 b,HD_28109,0.1357,0.0071,87.94,22.8911,2.69,6.2,867,2022
HD_28109_c,HD 28109 c,HD_28109,0.308,0.0039,89.61,55.9971,4.13,9.2,643,2022
HD_28109_d,HD 28109 d,HD_28109,0.411,0.0054,89.77,84.2899,3.11,5.8,561,2022
HD_28185_b,HD 28185 b,HD_28185,1.034,0.063,90,385.92,12.8,1859.3,271.95,2001
HD_28185_c,HD 28185 c,HD_28185,8.5,0.15,66,9090,12.8,1906.97,94.85,2022
HD_28192_b,HD 28192 b,HD_28192,0.118,0.104,90,14.2328,12.2,99.7981,859.98,2022
HD_28254_b,HD 28254 b,HD_28254,2.45,0.95,162,1333,13,1207.75,212.28,2010
HD_284149_AB_b,HD 284149 AB b,HD_284149_A,431.16,0,90,-1,12,8352.53,2395,2017
HD_28471_b,HD 28471 b,HD_28471,0.042,0.195,90,3.1649,1.75,3.72,1377,2025
HD_28471_c,HD 28471 c,HD_28471,0.065,0.088,90,6.1245,2.26,5.72,1066,2025
HD_28471_d,HD 28471 d,HD_28471,0.1,0.093,90,11.681,2.06,4.91,945,2025
HD_285507_b,HD 285507 b,HD_285507,0.06,0.09,90,6.0881,13.8,311.473,736.35,2013
HD_285968_b,HD 285968 b,HD_285968,0.066,0,90,8.7836,2.83,8.4,450,2008
HD_28678_b,HD 28678 b,HD_28678,1.18,0.149,90,380.2,13.5,490.094,561.84,2011
HD_29021_b,HD 29021 b,HD_29021,2.294,0.453,33.7,1365,12.9,1420.69,163.2,2017
HD_290327_b,HD 290327 b,HD_290327,3.43,0.08,90,2443,13.3,772.327,139.7,2009
HD_29399_b,HD 29399 b,HD_29399,1.913,0.05,90,892.7,13.5,498.991,358.32,2022
HD_2952_b,HD 2952 b,HD_2952,1.117,0.269,90,312.08,13.9,284.774,731.02,2013
HD_29985_b,HD 29985 b,HD_29985,13.39,0.261,52.658,20608.1,12.8,1739.47,46.73,2022
HD_30177_b,HD 30177 b,HD_30177,3.49,0.186,65.5,2539,12.6,2622.08,148,2002
HD_30177_c,HD 30177 c,HD_30177,9.9,0.21,72.7,11320,12.9,1484.26,87.87,2016
HD_30562_b,HD 30562 b,HD_30562,2.34,0.76,65,1157,13.6,467.208,235.27,2009
HD_30669_b,HD 30669 b,HD_30669,2.69,0.18,90,1684,14.3,149.37,151.45,2014
TOI_784_b,TOI-784 b,HD_307842,0.038,0,88.6,2.79704,1.93,9.67,1256,2023
HD_30856_b,HD 30856 b,HD_30856,1.85,0.061,90,847,13.5,491.683,364.02,2011
HD_31253_b,HD 31253 b,HD_31253,1.26,0.3,90,466,14.1,197.055,348.36,2010
HD_31527_b,HD 31527 b,HD_31527,0.1254,0.1,90,16.5535,3.22,10.47,832.2,2019
HD_31527_c,HD 31527 c,HD_31527,0.2663,0.04,90,51.2053,3.85,14.16,571.07,2019
HD_31527_d,HD 31527 d,HD_31527,0.8098,0.24,90,271.674,3.46,11.82,327.48,2019
HD_3167_b,HD 3167 b,HD_3167,0.01814,0,87.8,0.959655,1.601,4.844,1781,2016
HD_3167_d,HD 3167 d,HD_3167,0.077,0.35,39,8.3967,2.61,7.3,865,2017
HD_3167_c,HD 3167 c,HD_3167,0.1794,0.04,89.433,29.8465,2.983,11.41,567,2016
HD_3167_e,HD 3167 e,HD_3167,0.3797,0.128,41,91.9,3.97,14.9,389,2022
HD_32518_b,HD 32518 b,HD_32518,0.594,0.028,90,157.35,13.2,905.493,916.07,2009
HD_32963_b,HD 32963 b,HD_32963,3.41,0.07,19.3,2372,13.4,657.905,157.63,2015
HD_330075_b,HD 330075 b,HD_330075,0.04,0,90,3.38773,14.3,152.558,990,2004
HD_331093_b,HD 331093 b,HD_331093,1.44,0.59,0.3704,621.62,13.6,476.743,234.84,2021
HD_33142_d,HD 33142 d,HD_33142,0.452,0.191,90,89.9,9.32,63.5657,736.04,2022
HD_33142_b,HD 33142 b,HD_33142,1.074,0.049,90,330,13.7,400.464,477.5,2011
HD_33142_c,HD 33142 c,HD_33142,1.955,0.081,90,810.2,13.9,282.867,353.91,2016
HD_332231_b,HD 332231 b,HD_332231,0.145,0,89.68,18.712,9.07303,74.1,798.3,2020
HD_33283_b,HD 33283 b,HD_33283,0.1508,0.399,90,18.1991,12.5,104.566,1034.4,2006
HD_33564_b,HD 33564 b,HD_33564,1.1,0.34,90,388,12.5,2892.1,344.43,2005
HD_33844_b,HD 33844 b,HD_33844,1.6,0.15,90,551.4,13.4,638.838,430.22,2015
HD_33844_c,HD 33844 c,HD_33844,2.24,0.13,90,916,13.5,556.202,360.22,2015
HD_34445_e,HD 34445 e,HD_34445,0.2687,0.09,90,49.175,4.26,16.8,637.76,2017
HD_34445_d,HD 34445 d,HD_34445,0.4817,0.027,90,117.87,6.07,30.7,476.32,2017
HD_34445_c,HD 34445 c,HD_34445,0.7181,0.036,90,214.67,8.42,53.5,390.12,2017
HD_34445_f,HD 34445 f,HD_34445,1.543,0.031,90,676.8,6.88,37.9,266.14,2017
HD_34445_b,HD 34445 b,HD_34445,2.07,0.27,90,1049,13.9,260.621,231.47,2009
HD_34445_g,HD 34445 g,HD_34445,6.36,0.032,90,5700,13.6,120.6,131.09,2017
HD_35759_b,HD 35759 b,HD_35759,0.389,0.389,90,82.467,13,1195.04,621.56,2016
HD_35843_b,HD 35843 b,HD_35843,0.088,0,90,9.8991,2.29,5.84,872.3,2025
HD_35843_c,HD 35843 c,HD_35843,0.25,0.153,89.58,46.9622,2.54,11.32,479,2025
HD_360_b,HD 360 b,HD_360,0.98,0.139,90,273.1,14,238.371,765.69,2021
HD_36384_b,HD 36384 b,HD_36384,1.3,0.2,90,490,12.7,2097.67,1032.58,2023
HD_3651_b,HD 3651 b,HD_3651,0.295,0.645,90,62.25,10.1,72.4652,432.84,2003
HD_37124_b,HD 37124 b,HD_37124,0.53364,0.054,90,154.378,14,214.535,366.48,2002
HD_37124_c,HD 37124 c,HD_37124,1.71,0.125,90,885.5,14.1,207.225,204.73,2002
HD_37124_d,HD 37124 d,HD_37124,2.807,0.16,90,1862,14,221.21,159.79,2005
HD_37605_b,HD 37605 b,HD_37605,0.277,0.6745,90,55.0129,13.2,854.963,465.76,2004
HD_37605_c,HD 37605 c,HD_37605,3.74,0.03,90,2720,13.1,1013.88,126.75,2012
HD_3765_b,HD 3765 b,HD_3765,2.108,0.298,90,1211,8.56,54.9843,152.85,2021
HD_38283_b,HD 38283 b,HD_38283,1.02,0.41,90,363.2,14,127.132,348.58,2010
HD_38529_b,HD 38529 b,HD_38529,0.115,0.256,90,14.3099,14.1,206.588,1369.46,2000
HD_38529_c,HD 38529 c,HD_38529,3.226,0.357,104.559,2127.61,12.5,3299.06,258.56,2000
HD_38801_b,HD 38801 b,HD_38801,1.623,0.017,90,685.25,12.5,3082.32,287.8,2009
pi_Men_c,pi Men c,HD_39091,0.06839,0,87.045,6.26784,2.0189,3.63,1169.8,2018
pi_Men_d,pi Men d,HD_39091,0.506,0.22,90,124.64,3.72,13.38,443.55,2022
HD_39091_b,HD 39091 b,HD_39091,3.28,0.642,45.8,2088.8,12.3,4481.38,172.74,2001
HD_39194_b,HD 39194 b,HD_39194,0.05895,0.101,90,5.63692,1.99,4.62,915.16,2021
HD_39194_c,HD 39194 c,HD_39194,0.1083,0.078,90,14.0309,2.65,7.49,675.19,2021
HD_39194_d,HD 39194 d,HD_39194,0.1949,0.159,90,33.874,2.12,5.16,503.31,2021
HD_39855_b,HD 39855 b,HD_39855,0.041,0.14,90,3.2498,2.85,8.5,1145.89,2019
HD_40307_b,HD 40307 b,HD_40307,0.0468,0.2,0.2022,4.3123,-1,1189,910,2009
HD_40307_c,HD 40307 c,HD_40307,0.0799,0.06,0.2109,9.6184,-1,1868.51,696,2009
HD_40307_d,HD 40307 d,HD_40307,0.1321,0.07,0.2855,20.432,-1,1775.39,541,2009
HD_40307_f,HD 40307 f,HD_40307,0.247,0.02,90,51.76,2.13,5.2,398,2013
HD_40307_g,HD 40307 g,HD_40307,0.6,0.29,90,197.8,2.56,7.1,255,2013
HD_40956_b,HD 40956 b,HD_40956,1.4,0.24,90,578.6,13.2,858.141,580.56,2017
HD_40979_b,HD 40979 b,HD_40979,0.85,0.25,90,264.15,12.9,1484.27,354.69,2002
HD_41004_A_b,HD 41004 A b,HD_41004_A,-1,0.74,90,963,13.2,807.25,-1,2004
HD_41004_B_b,HD 41004 B b,HD_41004_B,-1,0.081,90,1.3283,12.1,5838.29,-1,2003
HD_4113_b,HD 4113 b,HD_4113,1.28,0.899,90,526.524,13.5,541.262,251.65,2007
HD_42012_b,HD 42012 b,HD_42012,1.67,0.2,90,857.5,13.5,508.528,182.63,2017
HD_4203_b,HD 4203 b,HD_4203,1.17,0.52,90,431.88,13.3,708.761,297.28,2001
HD_4203_c,HD 4203 c,HD_4203,6.95,0.24,90,6700,13.3,689.66,124.96,2014
HD_4208_b,HD 4208 b,HD_4208,1.662,0.042,90,832.97,13.9,257.442,196.68,2001
HD_42618_b,HD 42618 b,HD_42618,0.554,0.19,90,149.61,3.89,14.4,337,2016
HD_4308_b,HD 4308 b,HD_4308,0.12,0,90,15.56,4.12,15.8915,799.37,2005
HD_4313_b,HD 4313 b,HD_4313,1.157,0.147,90,356.21,13.4,612.458,502.39,2009
HD_43197_b,HD 43197 b,HD_43197,0.882,0.742,90,308.921,14.2,175.759,282.81,2010
HD_43197_c,HD 43197 c,HD_43197,8.54,0.149,11.42,9295.97,12.6,2500.67,90.89,2022
HD_43691_b,HD 43691 b,HD_43691,0.238,0.0796,90,36.9987,13.2,810.466,761.79,2007
HD_44219_b,HD 44219 b,HD_44219,1.26,0.41,90,472,14.1,184.34,283.89,2010
HD_45184_b,HD 45184 b,HD_45184,0.0644,0.07,90,5.8854,3.52,12.19,1156.34,2019
HD_45184_c,HD 45184 c,HD_45184,0.11,0.07,90,13.1354,2.91,8.81,884.78,2019
HD_45350_b,HD 45350 b,HD_45350,1.92,0.778,90,963.6,13.5,568.89,217.81,2004
HD_45364_b,HD 45364 b,HD_45364,0.6793,0.067,90,225.79,9.03,60.1649,301.69,2008
HD_45364_c,HD 45364 c,HD_45364,0.902,0.019,90,345.43,14.2,174.488,261.82,2008
HD_45652_b,HD 45652 b,HD_45652,0.237,0.607,90,44.073,14.3,137.62,508.4,2008
HD_457_b,HD 457 b,HD_457,15.369,0.565,62.585,20324.6,11.9,8445.34,85.15,2022
HD_46375_b,HD 46375 b,HD_46375,0.0398,0.063,90,3.02357,10,71.8,1221.4,2000
HD_47186_b,HD 47186 b,HD_47186,0.05,0.04,90,4.0845,5.02,22.2481,1267.79,2008
HD_47186_c,HD 47186 c,HD_47186,2.395,0.249,90,1353.6,13,111.42,183.18,2008
HD_4732_b,HD 4732 b,HD_4732,1.129,0.266,90,371.74,13.4,631.207,498.53,2012
HD_4732_c,HD 4732 c,HD_4732,4.725,0.187,90,3184.2,13.1,1069.49,243.69,2012
HD_47366_b,HD 47366 b,HD_47366,1.207,0.071,90,360.08,13.4,661.719,577.05,2016
HD_47366_c,HD 47366 c,HD_47366,1.84,0.161,90,677.53,13.5,483.735,467.37,2016
HD_47536_b,HD 47536 b,HD_47536,1.93,0.2,90,712.13,12.6,2330,736.52,2002
HD_4760_b,HD 4760 b,HD_4760,1.14,0.23,90,434,12.3,4417.84,1198.67,2021
HD_48265_b,HD 48265 b,HD_48265,1.814,0.211,11.7,778.51,12.6,2351.93,283,2008
HD_48265_c,HD 48265 c,HD_48265,10.4,0.41,89,10418,12.9,1414.34,124.28,2026
HD_48948_b,HD 48948 b,HD_48948,0.0652,0.055,90,7.34013,2.06,4.88,957,2024
HD_48948_c,HD 48948 c,HD_48948,0.1951,0.55,90,38.06,2.6,7.27,553,2024
HD_48948_d,HD 48948 d,HD_48948,0.4894,0.055,90,151.92,3.24,10.59,349,2024
HD_4917_b,HD 4917 b,HD_4917,1.167,0.066,90,400.5,13.5,513.295,479.78,2018
HD_49674_b,HD 49674 b,HD_49674,0.06,0.09,90,4.94737,6.2,31.783,1113.78,2002
HD_50499_b,HD 50499 b,HD_50499,3.833,0.266,90,2447.1,13.5,519.97,174.69,2005
HD_50499_c,HD 50499 c,HD_50499,9.02,0,90,8619.9,13.2,931.242,116.69,2019
HD_50554_c,HD 50554 c,HD_50554,0.0652,0,90,5.96936,1.31,5.3,1090.83,2026
HD_50554_d,HD 50554 d,HD_50554,0.1831,0,90,28.0694,1.41,10.4,651.11,2026
HD_50554_b,HD 50554 b,HD_50554,2.339,0.482,61,1240,12.8,1859.3,192.65,2002
HD_51608_b,HD 51608 b,HD_51608,0.1059,0.09,90,14.0726,3.62,12.77,759.92,2019
HD_51608_c,HD 51608 c,HD_51608,0.3809,0.14,90,95.9446,3.87,14.31,400.69,2019
HD_52265_b,HD 52265 b,HD_52265,0.52,0.27,90,119.27,13.7,384.574,405,2000
HD_5278_b,HD 5278 b,HD_5278,0.1202,0.08,89.27,14.3392,2.45,7.8,943,2021
HD_5278_c,HD 5278 c,HD_5278,0.2416,0.07,90,40.87,4.49,18.4,664.95,2021
HD_5319_b,HD 5319 b,HD_5319,1.57,0.092,90,637.1,13.5,494.543,377.72,2007
HD_5319_c,HD 5319 c,HD_5319,1.93,0.183,90,872.2,13.8,334.675,340.67,2014
HD_5388_b,HD 5388 b,HD_5388,1.757,0.41,38.7,772.5,13.1,1017.05,316.59,2010
HD_55696_b,HD 55696 b,HD_55696,3.18,0.705,57,1827,12.9,1357.13,200.43,2018
HD_5583_b,HD 5583 b,HD_5583,0.53,0.076,90,139.35,12.8,1837.06,964.55,2016
HD_5608_b,HD 5608 b,HD_5608,1.79,0.11,90,768.7,13.7,371.224,403.72,2012
HD_564_b,HD 564 b,HD_564,1.2,0.096,90,492.3,12.5,104.88,261.1,2014
HD_56414_b,HD 56414 b,HD_56414,0.229,0.68,89.3,29.0499,3.71,13.3,1133,2022
HD_56957_b,HD 56957 b,HD_56957,6.426,0.273,170.006,5859.09,12.8,1880.91,145.67,2022
HD_5891_b,HD 5891 b,HD_5891,0.64,0.07,90,177.11,12.6,2425.04,918.78,2011
HD_59686_A_b,HD 59686 A b,HD_59686_A,1.086,0.05,90,299.36,12.7,2199.38,783.08,2016
HD_60292_b,HD 60292 b,HD_60292,1.5,0.27,90,495.4,12.7,2065.89,889.53,2020
HD_60532_b,HD 60532 b,HD_60532,0.77,0.26,90,201.9,13.8,336.9,550.16,2008
HD_60532_c,HD 60532 c,HD_60532,1.6,0.03,90,600.1,13.3,797.753,381.66,2008
HD_6061_b,HD 6061 b,HD_6061,0.06,0,90,5.2549,2.42764,10,1075.31,2023
HD_60779_b,HD 60779 b,HD_60779,0.1922,0.031,88.56,29.9862,3.246,14.19,650,2026
HD_60779_c,HD 60779 c,HD_60779,-1,0.041,90,104.79,5.79,28.3,-1,2026
HD_62364_b,HD 62364 b,HD_62364,6.15,0.607,137.3,5138,12.1,5965.64,143.96,2022
HD_62364_c,HD 62364 c,HD_62364,36.984,0.773,38.789,74839.9,12,7923.46,58.7,2022
HD_62509_b,HD 62509 b,HD_62509,1.64,0.02,90,589.64,13.3,731,549.6,2006
