---,Name,DistancePc,RaDeg,DecDeg,SpectralType,TeffK,RadiusSun,MassSun,Log10LumSun,PlanetCount
HD_142,HD 142,26.1853,1.58368,-49.0754,F7V,6245,1.47,1.21,0.47418,3
HD_39194,HD 39194,26.4131,86.1291,-70.1382,K0 V,5205,0.783742,0.86,-0.40894,3
LP_791_18,LP 791-18,26.4927,165.69,-16.4064,M(6.1 +/- 0.7) V,2960,0.182,0.139,-2.63827,3
HD_103949,HD 103949,26.4997,179.548,-23.9241,K3 V,4792,0.753113,0.77,-0.56946,1
HD_216437,HD 216437,26.6902,343.664,-70.0734,G1 V,5909,1.394,1.22,0.35,1
HD_134606,HD 134606,26.7909,228.81,-70.5203,G5IV,5576,1.158,1.046,0.06483,5
AF_Lep,AF Lep,26.8564,81.7699,-11.9012,F8,6140,1.25,1.218,0.29,1
HD_181433,HD 181433,26.8762,291.287,-66.4678,K3 IV,4918,0.79,0.86,-0.45618,3
HD_158259,HD 158259,27.0498,261.35,52.7905,G0,5801.89,1.21,1.08,0.21233,5
BD_11_4672,BD-11 4672,27.1665,278.369,-11.637,K7V,4550,0.639,0.651,-0.8041,2
TOI_776,TOI-776,27.1701,178.578,-37.5534,M1 V,3725,0.547,0.542,-1.3098,2
TOI_4552,TOI-4552,27.2684,264.714,-47.637,M4.5 V,3258,0.2869,0.2619,-2.07779,1
GJ_3473,GJ 3473,27.3644,120.594,3.33716,M4,3347,0.364,0.36,-1.82391,2
HD_179949,HD 179949,27.4573,288.889,-24.1798,F8 V,6168,1.26686,1.21,0.30146,1
TOI_836,TOI-836,27.5024,225.08,-24.4542,K V,4552,0.665,0.678,-0.85276,2
HD_155918,HD 155918,27.561,260.536,-75.3492,G2V,5771.84,1.01906,1.03,0.01635,2
HD_82943,HD 82943,27.5902,143.711,-12.1303,G2/3V,5935,1.1826,1.08,0.19405,2
TOI_1231,TOI-1231,27.6227,156.747,-52.4679,M3 V,3553,0.476,0.485,-1.48678,1
HD_176986,HD 176986,27.7843,285.774,-11.0449,K2.5 V,4931,0.782,0.789,-0.48017,3
K2_129,K2-129,27.7957,289.149,-25.6463,,3459.09,0.36001,0.360031,-1.82842,1
TOI_5799,TOI-5799,27.8123,301.63,15.9891,M2 V,3452,0.321,0.325,-1.82974,2
HD_114386,HD 114386,27.9243,197.665,-35.0562,K3 VC,4895,0.76,0.8,-0.54,2
G_9_40,G 9-40,27.9276,134.719,21.0748,M2.5 V,3395,0.3026,0.2952,-1.96019,1
TOI_2018,TOI-2018,27.9956,229.837,29.2079,K V,4174,0.62,0.57,-1,1
HD_125595,HD 125595,28.1989,215.343,-40.3942,K4 V,4691,0.74,0.29,-0.61738,1
HD_13808,HD 13808,28.2305,33.1781,-53.7438,K2 V,5035,0.781,0.771,-0.43455,2
HD_164595,HD 164595,28.254,270.161,29.5727,G2 V,5790,1.02361,0.99,0.01725,1
HD_150706,HD 150706,28.2697,247.826,79.7894,G0 V,5961,0.96,1.17,0.03175,1
HD_207897,HD 207897,28.2938,325.202,84.3338,K0 V,5106,0.7827,0.8208,-0.42136,1
TOI_4529,TOI-4529,28.384,16.9688,12.881,M1.5 V,3697,0.48,0.482,-1.41263,1
GJ_2056,GJ 2056,28.4434,108.019,-24.8921,M0V:,4069.95,0.709495,0.62,-0.90505,1
GJ_3138,GJ 3138,28.4712,32.2977,-16.3392,M0,3717,0.5,0.681,-1.34679,3
TOI_2427,TOI-2427,28.5147,52.2917,-31.3629,,4072,0.65,0.64,-0.94244,1
HD_93083,HD 93083,28.5159,161.087,-33.5777,K2 IV-V,5033.8,0.837,0.836,-0.39041,2
Wolf_327,Wolf 327,28.5321,148.378,35.5705,M2.5 V,3542,0.406,0.405,-1.62986,1
HD_204941,HD 204941,28.7165,323.097,-20.958,K1/2V,5026,0.78,0.58,-0.50864,1
HD_218566,HD 218566,28.8274,347.297,-2.26116,K3V,4730,0.85,0.76,-0.45223,1
HD_111232,HD 111232,28.9571,192.216,-68.4247,G8 V,5512,0.9,0.96,-0.161,2
HD_75289,HD 75289,29.1158,131.918,-41.7378,G0,6117,1.23,1.29,0.31247,1
HD_21411,HD 21411,29.1328,51.5474,-30.6168,G8 V,5605,0.825605,0.89,-0.26595,1
HD_219077,HD 219077,29.1864,348.532,-62.7018,G8 V+,5362,1.91,0.92,0.425,1
HD_70642,HD 70642,29.276,125.366,-39.7044,G6 V,5732,0.984,1.078,0.01204,1
HD_102195,HD 102195,29.3386,176.425,2.82099,K0 V,5301,0.82,0.76,-0.33442,1
GJ_3470,GJ 3470,29.4214,119.774,15.3912,M1.5,3600,0.547,0.539,-1.5376,1
HIP_86221,HIP 86221,29.4898,264.295,27.8964,K5 V,5772,1,0.79,0,1
HD_46375,HD 46375,29.5529,98.3031,5.46251,K1 IV-V,5285,0.914196,0.92,-0.24502,1
GJ_9827,GJ 9827,29.661,351.772,-1.28534,K7 V,4236,0.58,0.62,-1.00436,3
51_Eri,51 Eri,29.7575,69.4007,-2.47382,F0 IV,7422,1.45,1.75,0.7574,1
LHS_1815,LHS 1815,29.8424,91.09,-55.3115,M1,3643,0.501,0.502,-1.38722,1
HD_52265,HD 52265,29.9803,105.075,-5.36681,G0V,6136,1.32,1.204,0.297,1
HD_101930,HD 101930,30.0274,175.876,-58.0054,K1 V,5108,0.86,0.57,-0.3098,1
TOI_4438,TOI-4438,30.0346,270.317,35.5949,M3.5 V,3501,0.365,0.345,-1.76802,1
kap_CrB,kap CrB,30.0651,237.808,35.6559,K0 III-IV,4840,4.68,1.33,1.03583,1
HD_75302,HD 75302,30.3288,132.302,3.48501,G5 V,5697.46,0.940904,1.06,-0.07549,1
TOI_1452,TOI-1452,30.5212,290.174,73.1951,M4 +/- 0.5 V,3185,0.275,0.249,-2.1549,1
DE_CVn,DE CVn,30.5225,201.721,45.5455,,3579,0.424754,0.51,-1.57398,1
GJ_9689,GJ 9689,30.6203,303.468,13.3889,M0.5,3836,0.57,0.59,-1.2,1
TOI_1801,TOI-1801,30.6796,175.576,23.027,M0.5+/-0.5 V,3863,0.547,0.556,-1.23003,1
HD_8326,HD 8326,30.6862,20.5314,-26.8941,K2 V,4914,0.783181,0.8,-0.49184,1
TOI_1693,TOI-1693,30.7947,90.3083,34.7731,,3499,0.46,0.49,-1.55409,1
HD_162020,HD 162020,30.8248,267.66,-40.3185,K3 V,4723,0.75,0.42,-0.60206,1
HD_29021,HD 29021,30.9939,69.4681,60.6763,G5,5560,0.85,0.86,-0.18111,1
TOI_406,TOI-406,31.0597,49.2626,-42.2441,M3,3392,0.41,0.408,-1.71444,2
K2_239,K2-239,31.0849,160.594,4.44138,M3.0 V,3420,0.36,0.4,-1.79588,3
TOI_700,TOI-700,31.1265,97.0957,-65.5786,M2.5 V,3459,0.4104,0.417,-1.63264,4
HD_221420,HD 221420,31.1415,353.332,-77.3853,G2 IV-V,5847,1.947,1.351,0.60293,1
HD_50554,HD 50554,31.1664,103.678,24.2451,F8 V,6050,1.02,1.1,0.17543,3
HD_29985,HD 29985,31.2707,70.5217,-33.9211,,4678,0.574666,0.75,-0.84623,1
iot_Dra,iot Dra,31.3283,231.232,58.9661,K2 III,4504,11.79,1.54,1.72247,2
HD_185283,HD 185283,31.395,295.323,-56.3221,K3 V,4848,0.743303,0.8,-0.56072,1
TOI_6086,TOI-6086,31.4566,265.37,30.3038,M3.0,3200,0.259,0.254,-2.19791,1
HR_5183,HR 5183,31.4607,206.736,6.3499,G0 V,5794,1.53,1.07,0.39748,1
HD_64114,HD 64114,31.5262,117.983,-11.0337,G7 V,5676,0.882858,0.95,-0.13735,1
HD_73583,HD 73583,31.5666,129.688,-13.2565,K4 V,4511,0.65,0.73,-0.74425,2
TOI_4559,TOI-4559,31.6354,211.014,-30.0141,,3558,0.374,0.392,-1.6925,1
HD_37124,HD 37124,31.6634,84.26,20.729,G4 V,5698.64,0.949168,0.85,-0.11224,3
HD_12235,HD 12235,31.7627,30.0392,3.09591,,5986,1.80185,1.1,0.57468,2
HD_130322,HD 130322,31.8766,221.886,-0.282078,K0 V,5387,0.85,0.92,-0.23544,1
HIP_5763,HIP 5763,31.9043,18.4953,16.4943,K6 V,4352,0.750378,0.72,-0.73999,1
HR_858,HR 858,31.964,42.985,-30.8141,F6 V,6354,1.258,1.204,0.36361,3
HD_89307,HD 89307,32.0104,154.587,12.6209,G0 V,5955,1.1,1.27,0.13131,1
TOI_6002,TOI-6002,32.0266,299.614,32.2872,M3.5+/-0.5,3229,0.2432,0.2101,-2.23508,1
HD_110067,HD 110067,32.1585,189.839,20.0273,K0.0 V,5266,0.788,0.798,-0.36224,6
TOI_2120,TOI-2120,32.1755,23.5073,65.514,,3131,0.245,0.211,-2.28651,1
HIP_71135,HIP 71135,32.3311,218.216,-52.6465,M1,4146,0.681296,0.66,-0.908,1
HD_117207,HD 117207,32.3547,202.337,-35.5713,G7 IV-V,5732,1.074,1.053,0.06566,1
HD_97037,HD 97037,32.413,167.555,-7.39015,,5874.1,1.26356,1.06,0.23365,1
LP_890_9,LP 890-9,32.4298,64.1309,-28.3158,M6 V,2850,0.1556,0.118,-2.84134,2
HD_98736,HD 98736,32.4459,170.455,18.1896,G5,5271,0.93,0.92,-0.22,1
TOI_1411,TOI-1411,32.4778,232.946,47.0556,,4115,0.614,0.6045,-1.01323,1
TOI_5734,TOI-5734,32.5102,111.256,37.2311,K3-K4 V,4750,0.639,0.724,-0.74232,1
HD_63765,HD 63765,32.5376,116.958,-54.2653,G9 V,5449,0.83,0.65,-0.25647,1
TOI_431,TOI-431,32.5686,83.2693,-26.7239,,4850,0.731,0.78,-0.56509,3
HD_22781,HD 22781,32.6034,55.2066,31.8259,K1,5027,0.743475,0.75,-0.47556,1
mu_Leo,mu Leo,32.6081,148.19,26.0067,K2 III,4538.2,11.4,1.5,1.797,1
HD_100508,HD 100508,32.7548,173.301,-67.0546,K1 IV,5419,1.0179,0.94,-0.0942,1
HD_216435,HD 216435,32.9834,343.409,-48.5986,G0 V,5999,1.80003,1.3,0.55689,1
TOI_620,TOI-620,33.0231,142.173,-12.1672,M2.5 V,3708,0.55,0.577,-1.28819,1
HD_10697,HD 10697,33.1205,26.2324,20.0827,G3 V,5641,1.86308,0.99,0.47665,1
HIP_35173,HIP 35173,33.1562,109.045,-3.66613,K2 V,4881,0.773404,0.79,-0.51439,1
HD_197037,HD 197037,33.1944,309.887,42.2476,F7 V,6150,1.105,1.11,0.23857,1
HD_111998,HD 111998,33.2237,193.295,-3.55311,F6 V,6557,1.45,1.4,0.51231,1
HD_21693,HD 21693,33.255,51.804,-58.3233,G8 V,5430,0.914378,0.8,-0.20761,2
HD_88986,HD 88986,33.2673,154.117,28.6821,G2 V,5861,1.543,1.25,0.3934,1
HD_141937,HD 141937,33.3622,238.074,-18.436,G1 V,5870,1.03,1.09,0.022,1
TOI_2136,TOI-2136,33.3631,281.176,36.5631,M4.5 V,3342,0.34,0.34,-1.88606,1
HD_68475,HD 68475,33.4297,122.719,-42.8129,K2 VC,5022,0.79099,0.83,-0.44562,1
HD_23079,HD 23079,33.4591,54.9282,-52.9162,F9.5 V,5994,1.08,1.16,0.13033,2
HD_85390,HD 85390,33.5225,147.511,-49.7905,K1.5 V,5186,0.8,0.758,-0.36653,1
HD_11964,HD 11964,33.5369,29.2884,-10.2435,G9 V CN+1,5303,2.00971,0.91,0.45905,2
2MASS_J01225093_2439505,2MASS J01225093-2439505,33.8281,20.7128,-24.6646,M3.5 V,3530,0.36645,0.4,-1.72,1
LP_261_75_A,LP 261-75 A,33.928,147.769,35.9686,M4.5 V,3138,0.308,0.22,-2.08618,1
TWA_7,TWA 7,33.9958,160.625,-33.6713,,3509,0.917173,0.46,-0.93967,1
HR_2562,HR 2562,34.0071,102.504,-60.2487,F5 V,6597,1.334,1.3,0.53147,1
HD_40979,HD 40979,34.0883,91.1253,44.2598,F8 V,6165,1.21,1.45,0.29056,1
HD_106515_A,HD 106515 A,34.0915,183.776,-7.25754,G5 V,5362,0.91,0.89,-0.16368,1
2MASS_J21252752_8138278,2MASS J21252752-8138278,34.1154,321.366,-81.6415,,3592,0.672832,0.643977,-1.16815,1
HD_196885_A,HD 196885 A,34.1692,309.966,11.25,F8 V,6254,1.31,1.28,0.38,1
HD_4208,HD 4208,34.1937,11.1126,-26.515,G7 V Fe-1 CH-0.5,5717,0.846,0.883,-0.09961,1
HD_142022_A,HD 142022 A,34.2802,242.548,-84.2317,G9 IV-V,5421,1.04,0.9,0.00432,1
HD_45364,HD 45364,34.354,96.4106,-31.481,K0 V,5466,0.89,0.82,-0.19586,2
HD_81040,HD 81040,34.4341,140.946,20.3646,G2/G3,5755,0.91,0.99,-0.07676,1
BD_17_63,BD-17 63,34.4603,7.14135,-16.2273,K5 V,4714,0.74,0.741,-0.678,1
HD_80883,HD 80883,34.6011,139.933,-59.4781,,5177.91,0.814842,0.88,-0.36654,1
HD_92788,HD 92788,34.6538,160.702,-2.18472,G6 V,5744,1.14,1.15,0.02,2
HIP_948,HIP 948,34.8523,2.92763,-39.2305,,4497,0.688488,0.71,-0.75782,1
HD_45652,HD 45652,34.8541,97.3059,10.9336,G8/K0,5294,0.94,0.92,-0.2,1
HD_51608,HD 51608,35.0553,103.714,-55.26,G7 V,5358,0.916136,0.8,-0.24413,2
HD_65216,HD 65216,35.1205,118.421,-63.6467,G5 V,5612,0.88,0.874,-0.1498,2
HD_73344,HD 73344,35.26,129.689,23.6853,F6 V,6252.6,1.22,1.2,0.26184,3
TOI_1634,TOI-1634,35.2736,56.3906,37.1123,M2,3472,0.45,0.451,-1.5784,2
TOI_7166,TOI-7166,35.4153,320.681,8.8894,M4.5+/-0.5,3099,0.222,0.19,-2.3869,1
HIP_66074,HIP 66074,35.4438,203.164,75.0071,,4300,0.69,0.705,-0.81816,1
HD_60779,HD 60779,35.4445,114.005,-3.15129,G1 V,6081,1.129,1.05,0.19479,2
HD_142415,HD 142415,35.5318,239.419,-60.2007,G1 V,5940,1.04,1.07,0.06,1
LHS_1903,LHS 1903,35.6917,107.866,48.3279,M,3664,0.539,0.538,-1.32451,4
TOI_5720,TOI-5720,35.8256,170.314,25.2733,M3.5 +/- 1.0,3325,0.383,0.383,-1.79183,1
HD_88072,HD 88072,35.9098,152.347,2.37105,,5785.33,1.032,1.04,0.03137,1
HD_20781,HD 20781,35.9715,50.014,-28.7841,K0 V,5256,0.833609,0.7,-0.3098,4
HD_20782,HD 20782,35.9864,50.0166,-28.8544,G1.5 V,5782.13,1.12681,1.04,0.10674,1
TOI_1266,TOI-1266,36.0118,197.997,65.8337,M2,3563,0.4232,0.437,-1.58021,3
TOI_2431,TOI-2431,36.0559,37.7653,8.38163,K7 V,4109,0.651,0.661,-0.96257,1
HD_7199,HD 7199,36.1531,17.6979,-66.1887,K1 IV,5371,0.97,0.77,-0.1549,1
HD_113337,HD 113337,36.18,195.444,63.6103,F6 V,6774,1.5,1.41,0.63246,2
HD_156279,HD 156279,36.1945,258.097,63.3528,G6,5453,0.95,0.94,-0.14596,2
HIP_39330,HIP 39330,36.3958,120.612,-46.3353,G5 V,5748,1.02786,0.96,0.05041,1
Kepler_444,Kepler-444,36.4396,289.753,41.6319,K,5046,0.752,0.758,-0.42455,5
TOI_2128,TOI-2128,36.578,256.982,32.1053,,5968,1.1174,1.0251,0.15625,1
TOI_2459,TOI-2459,36.6113,82.1433,-39.373,,4195,0.6751,0.66,-0.89565,1
HD_216770,HD 216770,36.6625,343.975,-26.6595,G9 V CN+1,5399,0.93,0.74,-0.1,1
HD_41004_A,HD 41004 A,36.6912,89.9566,-48.2394,K1/K2 V,5310,0.85,0.95,-0.293,1
HD_73256,HD 73256,36.708,129.095,-30.0373,G8 IV,5570,0.944723,1,-0.13198,1
HD_42012,HD 42012,36.7984,92.4855,34.1342,K0,5405,0.82,0.83,-0.26975,1
HD_95338,HD 95338,36.9941,164.856,-56.6236,K0.5 V,5097,0.868,0.848,-0.3098,1
HD_141399,HD 141399,37.0169,236.724,46.9863,K0,5600,1.38724,1.07,0.2014,4
GJ_2030,GJ 2030,37.0788,50.8238,-7.79504,,5485,2.24104,0.96,0.6123,2
TOI_1680,TOI-1680,37.2209,292.314,65.9738,M4.5+/-0.5,3225,0.2106,0.1798,-2.36251,1
TOI_1224,TOI-1224,37.3312,37.1978,-80.8991,,3326,0.404,0.4,-1.6968,2
HD_25015,HD 25015,37.433,59.4335,-20.2673,K2 V,5160,0.83,0.86,-0.38416,1
TOI_1467,TOI-1467,37.4418,19.1146,49.2331,,3834,0.491,0.489,-1.42022,1
HD_47186,HD 47186,37.4574,99.0367,-27.6234,G6 V,5657,1.08,0.96,0.04298,2
HD_169830,HD 169830,37.6048,276.956,-29.8168,F7 V,6300,1.93571,1.17,0.662,2
TOI_1685,TOI-1685,37.6153,68.594,43.037,M3 V,3470,0.462,0.466,-1.51856,1
HD_126525,HD 126525,37.6506,216.885,-51.9329,G4 V,5638,0.979,0.897,-0.0403,1
HS_Psc,HS Psc,37.6604,24.3474,26.9528,K7 V,4203,0.65,0.69,-0.91364,1
HD_195019,HD 195019,37.6681,307.079,18.7693,G3 IV-V,5751,1.48,1.21,0.3331,1
HD_63454,HD 63454,37.6894,114.841,-78.2791,K4 V,4812,0.77,0.42,-0.592,1
HAT_P_11,HAT-P-11,37.7647,297.71,48.0819,K4,4653,0.683,0.811,-0.56702,2
HD_117618,HD 117618,37.7781,203.107,-47.2719,G2 V,5990,1.2,1.077,0.21304,1
HD_16141,HD 16141,37.7861,38.8324,-3.56249,G5 IV,5757,1.48,1.11,0.36558,1
HD_114729,HD 114729,37.8063,198.183,-31.8747,G0 V,5844,1.473,0.936,0.42095,1
HD_12661,HD 12661,37.8478,31.1424,25.4136,K0,5748,1.11,1.02,0.063,2
HD_8673,HD 8673,37.8619,21.5378,34.5793,F5,6389.05,1.50225,1.28,0.52992,1
TOI_1201,TOI-1201,37.8871,42.2477,-14.5373,M2.0 V,3476,0.508,0.512,-1.46852,1
K2_18,K2-18,38.0266,172.56,7.58783,M2.5 V,3457,0.411,0.359,-1.59688,2
BD_63_1405,BD+63 1405,38.0473,271.398,63.67,K0,5000,0.804724,0.816,-0.41295,1
HD_38283,HD 38283,38.0615,84.2605,-73.6998,F9.5 V,5981,1.49,1.37,0.41069,1
TOI_237,TOI-237,38.0749,353.244,-29.4165,M4.5 V,3212,0.211,0.179,-2.38722,2
HD_32963,HD 32963,38.0786,76.982,26.3277,G5 IV,5727,1.11104,0.94,0.06398,1
GJ_2126,GJ 2126,38.129,257.361,-35.3917,M0 V,4159,0.728,0.65,-0.84527,1
HD_106252,HD 106252,38.185,183.373,10.0404,G0,5874,1.05,1.05,0.1232,1
HD_31527,HD 31527,38.4473,73.9096,-23.2413,G2 V,5898,1.07369,0.96,0.07918,3
HD_18599,HD 18599,38.5653,44.262,-56.1919,K2 V,5145,0.767,0.863,-0.42946,1
TOI_6478,TOI-6478,38.6057,149.992,-16.1598,M4.0+/-0.5,3230,0.234,0.23,-2.24244,1
HD_89744,HD 89744,38.6364,155.543,41.2289,F7 V,6291,2.13257,1.86,0.79579,1
HD_7449,HD 7449,38.662,18.6215,-5.04797,F8 V,6024,0.97,1.196,0.10138,1
HD_108202,HD 108202,38.6846,186.461,-1.11092,K4/5 V,4556.03,0.66355,0.74,-0.76721,1
bet_UMi,bet UMi,38.7747,222.676,74.1555,K4 III,4126,38.3,1.4,2.73,1
HD_108147,HD 108147,38.92,186.441,-64.0223,F8 V CH+0.4,6255.73,1.20664,1.22,0.30297,1
HD_10180,HD 10180,38.9607,24.4731,-60.5115,G1 V,5911,1.109,1.06,0.17319,6
HD_11505,HD 11505,38.9679,28.275,-1.32844,,5757.15,1.19568,1.03,0.15075,1
HD_23472,HD 23472,39.0341,55.459,-62.7673,K4 V,4684,0.71,0.67,-0.62525,5
HD_203030,HD 203030,39.2503,319.743,26.2306,G8 V,5603,0.856458,0.94,-0.2272,1
HD_125271,HD 125271,39.3466,216.647,-81.4543,,4703.93,0.751364,0.75,-0.60376,1
HD_164604,HD 164604,39.3633,270.779,-28.5608,K3.5 V,4663,0.78,0.77,-0.58503,2
HD_28185,HD 28185,39.3809,66.61,-10.5511,G5,5602,1.048,0.974,-0.01323,2
TOI_5716,TOI-5716,39.4122,201.901,73.1774,,3436,0.22,0.19,-2.24692,1
HD_102117,HD 102117,39.5792,176.21,-58.704,G6 V,5655,1.23,1.06,0.15737,1
HD_168443,HD 168443,39.6245,275.016,-9.59669,G5,5491,1.71148,0.98,0.38246,2
TOI_1235,TOI-1235,39.6345,152.218,69.2766,M0.5 V,3997,0.619,0.63,-1.05404,1
HD_16905,HD 16905,39.7401,40.0136,-61.355,K3 V,4866.12,0.77494,0.85,-0.51804,1
HIP_54597,HIP 54597,39.7429,167.608,-29.4143,K5 V,4799,0.66,0.8,-0.68194,1
gam1_Leo,gam1 Leo,39.8883,154.993,19.8414,K1 IIIb Fe-0.5,4330,31.88,1.23,2.51,1
HD_168863,HD 168863,39.8979,275.664,-18.022,,4905,0.777826,0.8,-0.50098,1
UCAC4_328_061594,UCAC4 328-061594,39.9089,152.699,-24.4533,DC,5772,1,1.19,0,1
HD_196067,HD 196067,39.9346,310.436,-75.3515,G0 V,6072,1.71,1.16,0.549,2
Kepler_42,Kepler-42,40.0595,292.22,44.6174,M,3068,0.17,0.13,-2.62,3
TOI_1759,TOI-1759,40.0654,326.852,62.7538,M0.0 V,4065,0.597,0.606,-1.05715,1
HIP_99770,HIP 99770,40.0765,303.634,36.8066,A5-A6,8000,1.93986,1.9,1.14176,1
2MASS_J02192210_3925225,2MASS J02192210-3925225,40.0896,34.8427,-39.4231,M6,3064,0.281,0.108,-2.23,1
HIP_19976,HIP 19976,40.2707,64.2598,-40.7985,,4316,0.772319,0.67,-0.72939,1
HD_175607,HD 175607,40.3303,285.274,-66.1943,G6 V,5392,0.7,0.71,-0.27097,1
HD_86065,HD 86065,40.3661,148.926,-18.1069,,4927.56,0.780347,0.81,-0.4902,1
HD_147018,HD 147018,40.4256,245.749,-61.6901,G9 V,5441,0.937948,0.927,-0.14757,2
HD_137388,HD 137388,40.4841,233.915,-80.2044,K2 IV,5181,0.88,0.68,-0.33724,1
HD_215497,HD 215497,40.5468,341.653,-56.5998,K3 V,5110,0.85,0.67,-0.41,2
HD_206893,HD 206893,40.7583,326.342,-12.7834,F5 V,6500,1.31116,1.31,0.4561,2
TOI_5713,TOI-5713,40.8668,208.459,52.6028,M3.5+/-0.5,3225,0.2992,0.2653,-2.05849,1
HD_213240,HD 213240,40.8707,337.751,-49.4341,G0/1 V,5979,1.51,1.57,0.42935,1
HD_83443,HD 83443,40.8991,144.299,-43.2727,K0 V,5442,0.94,1,-0.10403,2
HD_26161,HD 26161,40.9128,62.4122,31.6524,,6057.62,1.45598,1.12,0.39304,1
HD_178911_B,HD 178911 B,40.9727,287.263,34.6007,G5,5588,1.08,1.24,-0.04317,1
HD_213519,HD 213519,41.0014,337.773,45.1452,,5840,1.08287,1.05,0.0895,1
TOI_544,TOI-544,41.1166,82.2901,-0.342898,,4169,0.623,0.631,-0.90049,2
TOI_1442,TOI-1442,41.1659,287.292,74.1743,,3330,0.31,0.29,-1.97722,1
HD_235088,HD 235088,41.1706,300.615,53.3774,K V,5075,0.772,0.849,-0.4437,1
Gaia_5,Gaia-5,41.1813,302.041,41.9415,,3447,0.345,0.339,-1.82594,1
HR_8799,HR 8799,41.2441,346.87,21.134,A5 V,7204.58,1.49338,1.5,0.69197,4
TOI_1743,TOI-1743,41.2758,257.747,71.8722,M4 V,3277,0.338,0.339,-1.97074,1
gam_Psc,gam Psc,41.3107,349.295,3.28237,G7 III,4742,11.2,0.99,1.76649,1
BD_08_2823,BD-08 2823,41.3342,150.197,-9.51657,K3 V,4746,0.71,0.74,-0.62597,2
HD_41004_B,HD 41004 B,41.5504,89.9566,-48.2394,M2 V,5036,1.04137,0.4,-0.20175,1
HD_168746,HD 168746,41.5681,275.457,-11.923,G5,5570,1.09,1.07,0.04139,1
HD_121504,HD 121504,41.6592,209.32,-56.0404,G2 V,6027,1.07,1.62,0.19,1
TOI_833,TOI-833,41.7148,145.645,-62.4759,,3920,0.6,0.61,-1.11104,1
HD_20003,HD 20003,41.8316,46.909,-72.3219,G8 V,5494,0.921637,0.875,-0.14267,2
HD_4113,HD 4113,41.8727,10.8028,-37.9831,G5 V,5688,1.07751,1.008,0.086,1
TOI_2076,TOI-2076,41.9091,217.392,39.7904,K V,5187,0.758,0.849,-0.42285,4
TOI_2095,TOI-2095,41.9176,285.637,75.4185,M2.5 V,3759,0.44,0.44,-1.45892,2
HD_222582,HD 222582,42.1586,355.464,-5.98624,G5 V,5790,1.13,1.12,0.11471,1
HD_98649,HD 98649,42.1727,170.215,-23.2181,G3/G5 V,5759,1.01,0.97,-0.01412,1
HD_210193,HD 210193,42.2029,332.395,-41.2252,G3 V,5790,1.05971,1.04,0.05578,1
HD_38529,HD 38529,42.3538,86.6451,1.16759,G4 IV,5697,2.85784,0.98,0.8342,2
HD_6434,HD 6434,42.358,16.1663,-39.4905,G2/3 V,5769,1.12,1.1,0.05,1
TOI_715,TOI-715,42.4048,113.852,-73.5774,M4,3075,0.24,0.225,-2.30899,1
TOI_139,TOI-139,42.4061,336.402,-34.9097,,4570,0.7007,0.69,-0.77842,1
TOI_2285,TOI-2285,42.409,332.563,58.7061,,3491,0.464,0.454,-1.54212,1
HD_109988,HD 109988,42.5279,189.815,-32.7264,,5185.97,0.869694,0.88,-0.30725,1
TOI_1807,TOI-1807,42.5775,201.283,38.9224,,4914,0.746,0.8048,-0.53313,1
TOI_5800,TOI-5800,42.9052,305.066,-7.41192,K3 V,4850,0.773,0.778,-0.51004,1
HD_49674,HD 49674,43.0399,102.877,40.8672,G5 V,5602,1.02,1.03,-0.02162,1
TOI_5082,TOI-5082,43.1406,106.57,22.6831,,5670,0.93,0.99665,-0.08961,1
TOI_3884,TOI-3884,43.1448,181.572,12.507,M4,3180,0.302,0.298,-2.03152,1
TOI_1243,TOI-1243,43.1865,135.733,71.6364,M2.0 V,3515,0.511,0.515,-1.44551,1
HD_93385,HD 93385,43.3475,161.563,-41.4646,G2/G3 V,5977,1.18484,1.04,0.20683,3
HIP_21152,HIP 21152,43.4073,68.0205,5.41007,F5 V,6655,1.59186,1.4,0.63565,1
HD_13724,HD 13724,43.465,33.086,-46.8167,,5835.31,1.04198,1.004,0.05467,1
BD_05_4868_A,BD+05 4868 A,43.5687,326.861,6.60532,K V,4596,0.69,0.7,-0.7167,1
HD_151450,HD 151450,43.6002,252.008,-15.9643,,6091.98,1.17184,1.14,0.23147,2
HD_155358,HD 155358,43.6197,257.393,33.3549,G0,5905,1.38,1.15,0.29949,2
HD_28471,HD 28471,43.6455,66.2875,-64.0787,G5 V,5766,1.08,0.98,0.06167,3
HD_27894,HD 27894,43.8214,65.1976,-59.4097,K2 V,4875,0.891767,0.81,-0.449,3
HIP_81991,HIP 81991,43.9016,251.249,6.08705,G8 V,5100,2.82111,1.09,0.686,1
TOI_262,TOI-262,43.932,32.5347,-31.0706,K0 V,5310,0.853,0.913,-0.28987,1
TOI_4364,TOI-4364,43.9662,80.0669,-4.23925,M4 V,3528,0.4684,0.487,-1.51215,1
91_Aqr,91 Aqr,44.0304,348.975,-9.08781,K0 III,4665,11,1.4,1.69239,1
DS_Tuc_A,DS Tuc A,44.0622,354.915,-69.196,G6 V,5428,0.964,1.01,-0.13966,1
K2_3,K2-3,44.0727,172.335,-1.45514,M V,3844,0.546,0.549,-1.23136,3
HD_29399,HD 29399,44.1518,68.3903,-62.8238,K1 III,4845,4.5,1.17,1.00173,1
HD_11112,HD 11112,44.3804,27.0881,-41.4944,,5905.64,1.47368,1.07,0.37657,1
